date,product,capacity_price,offered_capacity,allocated_capacity,month,gas,coal
2020-11-02,NEG_04_08,92.22,40,40,11,2.85,65.6
2020-11-03,NEG_04_08,1074.0,80,80,11,4.75,174.5
2020-11-04,NEG_04_08,241.76,80,80,11,2.47,142.1
2020-11-05,NEG_04_08,84.46,26,26,11,2.78,65.4
2020-11-06,NEG_04_08,48.57,26,26,11,4.57,315.0
2020-11-07,NEG_04_08,32.55,20,20,11,4.57,315.0
2020-11-08,NEG_04_08,25.0,20,20,11,4.57,315.0
2020-11-09,NEG_04_08,22.0,80,80,11,2.81,143.85
2020-11-10,NEG_04_08,17.83,20,20,11,2.64,143.85
2020-11-11,NEG_04_08,13.74,80,80,11,5.72,143.85
2020-11-12,NEG_04_08,13.11,79,79,11,2.32,143.85
2020-11-13,NEG_04_08,10.76,79,79,11,3.1,143.85
2020-11-14,NEG_04_08,9.56,30,30,11,3.1,143.85
2020-11-15,NEG_04_08,87.0,20,20,11,3.1,143.85
2020-11-16,NEG_04_08,67.8,20,20,11,8.7,143.85
2020-11-17,NEG_04_08,37.0,20,20,11,3.66,143.85
2020-11-18,NEG_04_08,18.43,79,79,11,5.73,143.85
2020-11-19,NEG_04_08,42.46,20,20,11,8.28,143.85
2020-11-20,NEG_04_08,19.25,80,80,11,4.62,143.85
2020-11-21,NEG_04_08,28.2,80,36,11,4.62,143.85
2020-11-22,NEG_04_08,84.86,30,30,11,4.62,143.85
2020-11-23,NEG_04_08,26.4,20,20,11,9.26,143.85
2020-11-24,NEG_04_08,19.76,30,30,11,5.62,143.85
2020-11-25,NEG_04_08,13.14,35,35,11,5.19,143.85
2020-11-26,NEG_04_08,11.0,80,79,11,5.19,143.85
2020-11-27,NEG_04_08,8.6,100,100,11,5.71,143.85
2020-11-28,NEG_04_08,10.72,100,100,11,5.71,143.85
2020-11-29,NEG_04_08,19.0,100,100,11,5.71,143.85
2020-11-30,NEG_04_08,11.58,30,30,11,2.88,143.85
2020-12-01,NEG_04_08,11.93,20,20,12,4.26,143.85
2020-12-02,NEG_04_08,9.47,80,80,12,6.74,143.85
2020-12-03,NEG_04_08,8.0,100,100,12,4.44,143.85
2020-12-04,NEG_04_08,13.9,80,67,12,2.85,143.85
2020-12-05,NEG_04_08,12.2,80,80,12,2.85,143.85
2020-12-06,NEG_04_08,9.9,33,33,12,2.85,143.85
2020-12-07,NEG_04_08,12.9,33,33,12,5.5,143.85
2020-12-08,NEG_04_08,17.2,80,80,12,2.46,143.85
2020-12-09,NEG_04_08,19.9,24,24,12,2.84,70.2
2020-12-10,NEG_04_08,33.46,24,24,12,4.76,265.4
2020-12-11,NEG_04_08,21.0,30,30,12,2.77,136.4
2020-12-12,NEG_04_08,21.0,80,80,12,2.77,136.4
2020-12-13,NEG_04_08,17.0,30,30,12,2.77,136.4
2020-12-14,NEG_04_08,20.75,80,80,12,2.64,95.8
2020-12-15,NEG_04_08,17.04,80,80,12,7.48,326.15
2020-12-16,NEG_04_08,14.32,80,80,12,2.21,122.25
2020-12-17,NEG_04_08,15.64,30,30,12,3.08,369.0
2020-12-18,NEG_04_08,12.58,42,42,12,8.49,365.5
2020-12-19,NEG_04_08,16.91,30,30,12,8.49,365.5
2020-12-20,NEG_04_08,22.67,30,30,12,8.49,365.5
2020-12-21,NEG_04_08,16.0,30,30,12,3.7,156.25
2020-12-22,NEG_04_08,65.73,30,30,12,3.94,370.25
2020-12-23,NEG_04_08,21.1,100,100,12,7.71,233.05
2020-12-24,NEG_04_08,41.53,21,21,12,4.64,136.0
2020-12-25,NEG_04_08,29.16,20,20,12,4.64,136.0
2020-12-26,NEG_04_08,27.08,14,14,12,4.64,136.0
2020-12-27,NEG_04_08,280.76,30,30,12,4.64,136.0
2020-12-28,NEG_04_08,60.0,30,30,12,8.79,136.0
